person_age,person_gender,person_education,person_income,person_employment_experience,person_home_ownership,loan_amount,loan_intent,loan_interest_rate,credit_history_length,credit_score,previous_loan_defaults,loan_status
23,female,associate,44479.0,0,rent,3000.0,medical,7.29,3.0,666,no,0
26,female,associate,44302.0,7,rent,3000.0,education,7.88,4.0,640,yes,0
24,female,master,44347.0,2,rent,3000.0,education,13.92,3.0,709,yes,0
23,male,associate,40520.0,2,mortgage,3000.0,debt_consolidation,14.35,3.0,619,yes,0
24,female,associate,44786.0,2,rent,3000.0,debt_consolidation,9.33,2.0,572,yes,0
25,male,high_school,45098.0,3,rent,3000.0,medical,11.71,2.0,642,no,0
21,male,bachelor,40293.0,0,mortgage,7800.0,personal,9.88,2.0,643,yes,0
21,male,high_school,45428.0,0,rent,3000.0,education,6.39,3.0,660,yes,0
25,female,bachelor,38131.0,3,rent,3000.0,home_improvement,11.01,4.0,667,no,1
24,female,master,46942.0,4,rent,3000.0,education,13.06,4.0,677,yes,0
21,female,master,46751.0,3,rent,3000.0,debt_consolidation,7.05,4.0,649,no,0
22,male,associate,46656.0,0,rent,3000.0,education,10.28,3.0,654,yes,0
22,female,associate,40385.0,0,mortgage,12500.0,education,14.26,2.0,660,no,0
24,female,master,40482.0,4,mortgage,8125.0,medical,8.59,4.0,658,yes,0
25,female,high_school,40534.0,1,mortgage,4400.0,education,8.0,3.0,626,yes,0
24,male,associate,46652.0,4,rent,3000.0,personal,17.56,2.0,628,yes,0
25,male,master,47488.0,3,rent,3000.0,personal,7.29,3.0,622,yes,0
24,male,high_school,40148.0,4,mortgage,4000.0,venture,13.04,4.0,649,no,0
26,female,high_school,40598.0,5,rent,3000.0,medical,11.49,3.0,668,no,1
22,female,high_school,48848.0,0,rent,3000.0,personal,14.35,3.0,626,yes,0
26,female,bachelor,40485.0,1,mortgage,7000.0,personal,7.43,4.0,683,no,0
23,male,associate,40395.0,1,own,12200.0,education,10.99,4.0,626,no,0
23,male,high_school,49105.0,0,rent,3000.0,personal,13.49,3.0,619,no,0
24,male,bachelor,49260.0,3,rent,3000.0,personal,10.74,3.0,662,yes,0
23,male,high_school,40622.0,0,mortgage,9000.0,debt_consolidation,16.29,3.0,665,no,1
21,male,associate,48839.0,0,rent,3000.0,venture,11.01,3.0,638,yes,0
21,male,associate,40916.0,0,mortgage,6425.0,personal,9.63,3.0,668,no,0
25,female,associate,49128.0,2,rent,3000.0,medical,10.25,2.0,616,yes,0
24,male,bachelor,49115.0,0,rent,3000.0,medical,14.22,4.0,632,yes,0
22,female,master,45499.0,0,rent,3000.0,debt_consolidation,19.62,2.0,643,no,1
23,male,associate,52637.0,4,rent,3000.0,education,8.49,4.0,649,yes,0
22,male,high_school,45569.0,0,rent,3000.0,debt_consolidation,11.11,2.0,604,no,1
23,male,high_school,45500.0,0,rent,3000.0,education,10.75,4.0,498,no,1
25,female,bachelor,52926.0,2,rent,3000.0,personal,13.8,3.0,725,yes,0
22,female,high_school,52643.0,0,rent,3000.0,education,13.72,3.0,653,no,0
22,female,bachelor,53339.0,3,rent,3000.0,education,5.42,3.0,571,yes,0
24,female,high_school,53117.0,2,rent,3000.0,personal,8.0,2.0,605,yes,0
21,male,high_school,40938.0,0,mortgage,11200.0,venture,13.92,4.0,659,no,1
23,female,high_school,54063.0,0,rent,3000.0,medical,11.49,3.0,588,yes,0
23,male,high_school,53857.0,1,rent,3000.0,medical,9.25,3.0,634,yes,0
23,male,bachelor,41224.0,0,own,9000.0,venture,13.57,4.0,566,yes,0
25,male,high_school,40543.0,0,mortgage,5000.0,venture,6.54,2.0,650,no,0
24,male,bachelor,40727.0,0,own,12250.0,venture,13.11,4.0,527,yes,0
24,female,bachelor,41061.0,0,mortgage,6000.0,debt_consolidation,10.59,3.0,583,yes,0
24,female,associate,40862.0,2,mortgage,2500.0,home_improvement,7.14,3.0,623,yes,0
25,male,associate,55064.0,5,rent,3000.0,medical,7.9,4.0,633,yes,0
24,female,master,41088.0,2,mortgage,10000.0,home_improvement,11.01,4.0,693,yes,0
24,female,master,55086.0,0,rent,3000.0,medical,7.49,4.0,615,yes,0
24,male,high_school,55270.0,2,rent,3000.0,debt_consolidation,9.99,4.0,637,yes,0
22,male,high_school,55085.0,2,rent,3000.0,personal,11.99,4.0,592,yes,0
26,male,high_school,47976.0,4,rent,3000.0,education,11.01,2.0,589,no,1
24,female,master,47921.0,3,rent,3000.0,medical,14.61,4.0,681,no,1
22,female,associate,55095.0,4,rent,3000.0,education,11.01,3.0,707,yes,0
24,male,associate,55007.0,2,rent,3000.0,venture,9.32,2.0,653,yes,0
21,male,bachelor,48436.0,0,rent,3000.0,medical,13.67,2.0,682,no,1
23,female,associate,41234.0,5,mortgage,4200.0,medical,11.01,3.0,610,yes,0
24,male,associate,48982.0,1,rent,3000.0,education,11.01,3.0,694,no,1
25,female,associate,40937.0,3,mortgage,7125.0,medical,7.51,3.0,655,no,0
22,female,bachelor,41135.0,0,own,5000.0,medical,18.25,2.0,664,yes,0
24,male,associate,41126.0,0,mortgage,2500.0,personal,8.9,2.0,649,yes,0
24,male,high_school,49243.0,2,rent,3000.0,education,17.27,2.0,649,no,1
25,female,master,56348.0,1,rent,3000.0,medical,11.01,3.0,646,yes,0
23,male,associate,41348.0,0,mortgage,8000.0,personal,6.99,2.0,645,yes,0
22,male,high_school,57326.0,0,rent,3000.0,education,6.62,2.0,628,yes,0
21,female,bachelor,57792.0,0,rent,3000.0,personal,13.92,2.0,661,no,0
25,male,bachelor,41003.0,0,own,9750.0,venture,11.01,3.0,600,yes,0
26,female,bachelor,58088.0,7,rent,3000.0,venture,6.76,2.0,639,yes,0
23,male,high_school,41137.0,2,mortgage,4000.0,debt_consolidation,14.79,2.0,620,yes,0
24,male,associate,51314.0,0,rent,3000.0,debt_consolidation,11.01,3.0,609,no,1
24,male,high_school,41542.0,4,mortgage,12000.0,venture,5.42,2.0,647,yes,0
25,male,high_school,58532.0,3,rent,3000.0,debt_consolidation,11.01,4.0,609,yes,0
22,male,master,58772.0,1,rent,3000.0,personal,14.79,2.0,498,yes,0
25,female,associate,58692.0,4,rent,3000.0,education,13.47,4.0,547,yes,0
21,female,associate,58533.0,0,rent,3000.0,education,9.76,4.0,641,no,0
26,male,associate,58359.0,6,rent,3000.0,medical,10.14,3.0,605,yes,0
25,female,high_school,41262.0,3,mortgage,12000.0,venture,9.99,3.0,633,yes,0
22,female,master,60589.0,0,rent,3000.0,personal,7.88,3.0,639,yes,0
25,male,bachelor,61044.0,0,rent,3000.0,home_improvement,6.03,3.0,590,yes,0
26,female,associate,54295.0,3,rent,3000.0,home_improvement,7.49,4.0,574,no,1
23,female,master,61202.0,1,rent,3000.0,debt_consolidation,8.49,2.0,704,no,0
23,female,master,53860.0,0,rent,3000.0,debt_consolidation,7.66,4.0,673,no,1
23,male,associate,61182.0,0,rent,3000.0,education,6.91,2.0,642,yes,0
22,female,associate,41120.0,2,mortgage,10750.0,education,7.88,2.0,643,no,0
23,female,master,53799.0,0,rent,3000.0,personal,9.62,4.0,659,no,1
22,female,high_school,41177.0,0,mortgage,5000.0,venture,7.14,3.0,618,no,0
23,male,high_school,61262.0,0,rent,3000.0,education,11.01,2.0,569,yes,0
26,male,high_school,61146.0,4,rent,3000.0,personal,9.88,4.0,672,no,0
22,female,associate,60835.0,1,rent,3000.0,personal,10.99,3.0,588,no,0
24,male,associate,62243.0,0,rent,3000.0,debt_consolidation,8.9,2.0,631,yes,0
24,male,associate,63225.0,3,rent,3000.0,home_improvement,10.65,3.0,616,yes,0
24,male,master,63075.0,0,rent,3000.0,home_improvement,12.68,4.0,574,no,0
24,male,high_school,63091.0,3,rent,3000.0,personal,10.59,2.0,657,no,0
22,female,bachelor,56291.0,0,rent,3000.0,medical,15.62,2.0,544,no,1
23,male,high_school,63376.0,0,rent,3000.0,debt_consolidation,10.37,2.0,579,yes,0
22,male,high_school,41593.0,0,mortgage,12000.0,venture,10.65,3.0,575,no,0
23,female,high_school,63395.0,0,rent,3000.0,education,5.99,2.0,587,no,0
25,male,associate,63776.0,1,rent,3000.0,debt_consolidation,12.99,4.0,608,yes,0
22,male,bachelor,41314.0,0,mortgage,5000.0,education,13.85,3.0,642,no,0
25,male,bachelor,59371.0,5,rent,12000.0,medical,11.01,4.0,653,yes,0
22,male,high_school,59528.0,3,rent,12000.0,debt_consolidation,7.49,3.0,577,yes,0
26,female,bachelor,41540.0,3,mortgage,14400.0,venture,7.88,3.0,649,no,0
23,male,bachelor,59299.0,1,rent,12000.0,venture,10.25,4.0,592,yes,0
25,male,bachelor,41795.0,2,mortgage,10000.0,education,15.31,4.0,668,yes,0
23,male,bachelor,41790.0,0,own,13000.0,education,15.31,4.0,639,yes,0
23,female,master,59153.0,0,rent,12000.0,education,7.42,3.0,610,yes,0
26,male,high_school,60415.0,0,rent,12000.0,debt_consolidation,15.23,3.0,619,yes,0
23,female,high_school,41913.0,1,mortgage,1000.0,debt_consolidation,10.59,2.0,590,no,1
25,female,high_school,60517.0,1,rent,12000.0,education,7.14,4.0,602,yes,0
24,female,bachelor,41918.0,3,mortgage,4000.0,venture,14.91,2.0,639,no,0
25,male,associate,61169.0,4,rent,12000.0,personal,16.77,3.0,668,yes,0
26,female,bachelor,61180.0,4,rent,12000.0,venture,11.01,4.0,656,yes,0
24,male,high_school,42223.0,4,own,5100.0,medical,11.12,4.0,671,yes,0
21,male,associate,41953.0,0,mortgage,2500.0,home_improvement,7.88,3.0,654,no,1
22,male,high_school,41860.0,1,own,10000.0,venture,14.96,3.0,644,no,0
21,male,high_school,60925.0,0,rent,12000.0,personal,11.71,3.0,530,yes,0
23,male,high_school,60593.0,1,rent,12000.0,education,10.59,3.0,643,yes,0
24,male,high_school,60830.0,0,rent,12000.0,education,17.14,4.0,671,no,0
24,female,bachelor,54064.0,1,rent,12000.0,debt_consolidation,12.23,3.0,669,no,1
23,female,master,60675.0,2,rent,12000.0,debt_consolidation,6.54,3.0,641,yes,0
22,male,associate,53904.0,0,rent,12000.0,debt_consolidation,11.86,2.0,553,no,1
24,female,high_school,61257.0,3,rent,12000.0,home_improvement,7.51,4.0,647,yes,0
25,male,associate,61118.0,0,rent,12000.0,education,7.88,4.0,604,no,0
23,male,master,53866.0,0,rent,12000.0,medical,11.01,4.0,647,no,1
25,female,associate,60779.0,0,rent,12000.0,personal,7.88,2.0,547,yes,0
23,female,high_school,60977.0,0,rent,12000.0,education,12.87,2.0,607,yes,0
22,male,bachelor,61205.0,0,rent,12000.0,personal,10.0,2.0,598,yes,0
25,male,high_school,54102.0,2,rent,12000.0,medical,15.31,3.0,642,no,1
23,male,associate,53910.0,0,rent,12000.0,venture,16.0,2.0,621,no,1
22,male,high_school,61435.0,3,rent,12000.0,education,12.73,4.0,609,yes,0
26,female,bachelor,41753.0,0,mortgage,12000.0,debt_consolidation,6.03,4.0,660,no,0
25,male,bachelor,61370.0,1,rent,12000.0,debt_consolidation,11.01,3.0,672,no,0
23,female,high_school,61517.0,1,rent,12000.0,venture,11.58,4.0,578,yes,0
25,female,high_school,41914.0,2,mortgage,10000.0,debt_consolidation,12.42,3.0,586,yes,0
25,female,bachelor,42223.0,3,mortgage,2500.0,home_improvement,6.03,2.0,619,no,0
23,female,bachelor,42174.0,2,mortgage,10000.0,debt_consolidation,6.99,4.0,631,yes,0
23,female,bachelor,62046.0,3,rent,12000.0,education,12.99,3.0,674,no,0
22,male,bachelor,55686.0,1,rent,12000.0,medical,11.01,4.0,530,no,1
25,female,high_school,63508.0,0,rent,12000.0,medical,12.21,4.0,597,yes,0
24,female,associate,63124.0,2,rent,12000.0,personal,7.51,3.0,640,no,0
25,male,bachelor,42203.0,6,mortgage,2000.0,debt_consolidation,7.66,4.0,614,no,1
22,male,associate,63225.0,3,rent,12000.0,education,11.99,3.0,681,yes,0
23,male,associate,41843.0,0,own,10950.0,venture,7.29,2.0,644,yes,0
26,female,associate,41963.0,0,mortgage,5000.0,personal,5.79,4.0,559,yes,0
22,male,associate,63111.0,0,rent,12000.0,education,13.61,3.0,583,yes,0
26,male,bachelor,42045.0,5,mortgage,6000.0,personal,6.92,4.0,715,yes,0
22,female,high_school,63291.0,0,rent,12000.0,personal,13.57,2.0,607,no,0
21,male,bachelor,41852.0,0,mortgage,6000.0,education,6.76,2.0,667,no,0
25,male,bachelor,57065.0,2,rent,12000.0,home_improvement,13.11,4.0,610,no,1
21,female,associate,41365.0,0,mortgage,7200.0,personal,6.76,2.0,552,no,1
24,female,high_school,41988.0,0,mortgage,5100.0,personal,14.35,4.0,612,yes,0
23,male,master,57257.0,0,rent,12000.0,debt_consolidation,16.29,3.0,630,no,1
24,male,bachelor,64797.0,0,rent,12000.0,venture,11.11,3.0,587,yes,0
26,male,high_school,64510.0,2,rent,12000.0,personal,14.59,3.0,498,yes,0
22,male,associate,41728.0,0,mortgage,11500.0,medical,10.99,2.0,633,yes,0
24,male,high_school,64516.0,1,rent,12000.0,medical,12.53,4.0,625,yes,0
23,female,high_school,65829.0,0,rent,12000.0,personal,11.01,3.0,661,no,0
22,female,high_school,65640.0,4,rent,12000.0,debt_consolidation,10.99,2.0,571,no,0
25,female,associate,41803.0,0,mortgage,6000.0,medical,15.7,3.0,670,no,1
22,male,bachelor,65445.0,1,rent,12000.0,debt_consolidation,8.49,4.0,623,no,0
24,female,high_school,65845.0,6,rent,12000.0,education,8.49,4.0,575,yes,0
23,male,bachelor,65827.0,1,rent,12000.0,venture,11.36,2.0,528,yes,0
22,female,master,59276.0,0,rent,12000.0,venture,14.65,3.0,642,no,1
25,female,bachelor,41742.0,3,mortgage,10000.0,medical,12.87,4.0,673,yes,0
25,female,high_school,66933.0,4,rent,12000.0,home_improvement,10.37,2.0,655,yes,0
24,male,associate,41613.0,3,mortgage,10000.0,medical,12.18,4.0,650,no,0
26,male,high_school,66845.0,3,rent,12000.0,personal,7.88,4.0,659,no,0
23,male,high_school,41398.0,2,mortgage,19000.0,debt_consolidation,11.48,4.0,626,yes,0
22,male,bachelor,67038.0,1,rent,12000.0,venture,8.32,4.0,653,no,0
26,male,associate,67550.0,7,rent,12000.0,personal,12.42,3.0,692,no,0
24,female,associate,41689.0,2,mortgage,6000.0,home_improvement,14.11,4.0,601,yes,0
25,female,associate,41621.0,1,mortgage,10000.0,education,11.26,3.0,685,no,0
25,male,master,66967.0,2,rent,12000.0,education,10.65,3.0,669,yes,0
22,male,bachelor,41728.0,0,mortgage,5000.0,education,9.63,3.0,644,yes,0
21,female,associate,67003.0,0,rent,12000.0,venture,10.62,2.0,600,no,0
25,female,bachelor,41879.0,3,mortgage,7000.0,education,11.28,2.0,657,yes,0
25,male,associate,59792.0,4,rent,12000.0,debt_consolidation,13.49,2.0,624,no,1
24,male,associate,41634.0,5,own,10000.0,venture,11.01,3.0,650,yes,0
22,male,bachelor,67114.0,0,rent,12000.0,education,13.79,2.0,563,yes,0
24,male,bachelor,67085.0,0,rent,12000.0,education,9.63,2.0,671,yes,0
21,male,bachelor,41896.0,0,own,1500.0,personal,10.65,3.0,664,yes,0
22,male,bachelor,67444.0,0,rent,12000.0,education,11.01,4.0,577,yes,0
22,female,bachelor,68328.0,0,rent,12000.0,education,6.91,2.0,678,yes,0
23,male,bachelor,41791.0,1,mortgage,9000.0,personal,13.47,4.0,669,yes,0
23,female,associate,42258.0,0,mortgage,5500.0,medical,7.49,4.0,676,yes,0
21,male,high_school,68428.0,1,rent,12000.0,venture,10.75,4.0,652,yes,0
24,male,associate,67919.0,1,rent,12000.0,venture,11.49,2.0,655,yes,0
23,female,bachelor,68294.0,0,rent,12000.0,personal,10.75,3.0,651,yes,0
24,male,bachelor,67975.0,1,rent,12000.0,home_improvement,8.94,3.0,665,yes,0
24,male,high_school,67915.0,3,rent,12000.0,venture,14.26,2.0,668,yes,0
25,female,bachelor,61219.0,0,rent,12000.0,personal,14.74,2.0,532,no,1
22,male,associate,68944.0,0,rent,12000.0,education,10.99,2.0,638,yes,0
23,male,high_school,69560.0,0,rent,12000.0,education,11.01,4.0,599,yes,0
26,male,bachelor,69402.0,4,rent,12000.0,medical,10.99,4.0,610,no,0
23,female,high_school,42395.0,0,mortgage,5000.0,education,7.9,3.0,661,yes,0
23,male,high_school,62035.0,1,rent,12000.0,debt_consolidation,17.99,4.0,619,no,1
21,female,high_school,69519.0,0,rent,12000.0,debt_consolidation,7.29,4.0,657,yes,0
24,female,master,62174.0,0,rent,12000.0,personal,7.88,3.0,687,no,1
22,male,associate,69512.0,2,rent,12000.0,education,13.11,2.0,565,yes,0
23,male,associate,69570.0,0,rent,12000.0,debt_consolidation,8.94,2.0,644,yes,0
23,male,master,70337.0,0,rent,12000.0,debt_consolidation,12.87,3.0,569,no,0
25,female,high_school,62740.0,3,rent,12000.0,medical,13.47,3.0,673,no,1
23,male,bachelor,63238.0,2,rent,12000.0,debt_consolidation,15.95,3.0,611,no,1
21,female,high_school,42678.0,0,mortgage,6400.0,education,7.51,2.0,498,yes,0
26,male,doctorate,70598.0,7,rent,12000.0,debt_consolidation,9.91,3.0,571,yes,0
22,male,associate,70623.0,2,rent,12000.0,venture,11.49,4.0,651,no,0
24,female,associate,70285.0,3,rent,12000.0,education,13.11,2.0,616,yes,0
24,female,associate,63729.0,0,rent,12000.0,medical,9.99,4.0,603,no,1
26,male,master,42032.0,7,mortgage,5400.0,debt_consolidation,7.68,4.0,692,yes,0
22,male,high_school,71611.0,0,rent,12000.0,personal,10.37,3.0,659,no,0
23,male,associate,42545.0,3,mortgage,10000.0,medical,10.59,2.0,563,yes,0
24,female,associate,63496.0,5,rent,3000.0,debt_consolidation,11.49,4.0,640,no,0
24,male,associate,63688.0,1,rent,3000.0,medical,11.01,2.0,646,yes,0
23,female,bachelor,64734.0,0,rent,3000.0,medical,10.99,4.0,583,no,0
23,male,bachelor,42580.0,0,mortgage,6800.0,education,12.69,4.0,638,yes,0
24,female,master,42331.0,3,mortgage,4000.0,debt_consolidation,5.42,2.0,696,no,0
25,male,bachelor,64810.0,3,rent,3000.0,medical,13.99,2.0,615,yes,0
21,male,bachelor,64777.0,0,rent,3000.0,education,11.01,4.0,651,no,0
23,female,associate,42671.0,0,mortgage,3000.0,home_improvement,10.75,4.0,549,no,1
22,female,associate,65612.0,0,rent,3000.0,medical,11.01,4.0,675,yes,0
22,male,bachelor,42880.0,1,mortgage,1500.0,debt_consolidation,13.49,3.0,661,yes,0
25,female,associate,65750.0,0,rent,3000.0,venture,9.32,3.0,625,yes,0
26,female,bachelor,42811.0,5,mortgage,5975.0,medical,11.49,4.0,538,yes,0
25,female,associate,42648.0,2,mortgage,5125.0,debt_consolidation,6.99,2.0,634,no,1
25,female,high_school,42471.0,4,mortgage,9450.0,debt_consolidation,5.99,4.0,623,no,0
23,male,bachelor,66811.0,1,rent,3000.0,education,6.99,2.0,606,yes,0
22,female,bachelor,67025.0,0,rent,3000.0,personal,12.68,4.0,627,no,0
25,female,bachelor,59830.0,0,rent,3000.0,venture,12.68,3.0,631,no,1
22,male,high_school,59387.0,2,rent,3000.0,debt_consolidation,12.23,2.0,593,no,1
26,male,associate,66852.0,1,rent,3000.0,debt_consolidation,11.01,2.0,666,yes,0
23,female,bachelor,66737.0,1,rent,3000.0,venture,9.88,2.0,566,yes,0
25,male,master,67067.0,4,rent,3000.0,medical,6.39,4.0,637,yes,0
22,female,associate,67633.0,0,rent,3000.0,medical,10.59,3.0,656,yes,0
22,female,high_school,42825.0,0,mortgage,4000.0,debt_consolidation,9.99,2.0,678,no,0
25,male,bachelor,68484.0,1,rent,3000.0,personal,12.69,3.0,596,yes,0
24,male,high_school,60935.0,1,rent,3000.0,medical,11.01,2.0,611,no,1
22,female,bachelor,42548.0,0,mortgage,13000.0,personal,16.0,2.0,676,no,0
25,male,master,42498.0,6,mortgage,6000.0,venture,11.48,2.0,563,yes,0
25,female,bachelor,61463.0,5,rent,3000.0,debt_consolidation,14.42,2.0,618,no,1
23,female,high_school,43154.0,1,mortgage,22500.0,education,15.96,3.0,498,yes,0
21,male,associate,69394.0,0,rent,3000.0,personal,5.42,3.0,614,no,0
24,male,high_school,43196.0,2,mortgage,8000.0,home_improvement,11.71,2.0,585,yes,0
24,male,bachelor,69006.0,0,rent,3000.0,medical,7.88,3.0,631,yes,0
23,female,associate,43290.0,2,mortgage,12000.0,debt_consolidation,12.42,2.0,519,yes,0
22,female,high_school,70597.0,0,rent,3000.0,education,11.83,2.0,625,yes,0
23,male,bachelor,71381.0,0,rent,3000.0,debt_consolidation,9.88,2.0,598,yes,0
23,female,master,72194.0,1,rent,3000.0,debt_consolidation,7.14,2.0,523,yes,0
23,male,associate,72132.0,1,rent,3000.0,medical,9.63,3.0,622,no,0
21,male,bachelor,42977.0,0,own,10000.0,venture,11.01,4.0,601,no,0
23,female,master,43410.0,0,own,5000.0,medical,11.71,4.0,707,no,0
25,male,associate,72840.0,0,rent,3000.0,education,17.58,2.0,605,yes,0
26,female,associate,73546.0,2,rent,3000.0,venture,15.62,2.0,673,no,0
26,male,bachelor,43427.0,2,own,4800.0,home_improvement,6.03,2.0,641,yes,0
24,male,associate,42879.0,0,mortgage,15000.0,medical,14.27,2.0,597,yes,0
26,male,associate,72912.0,4,rent,3000.0,debt_consolidation,10.0,3.0,608,no,0
23,female,high_school,72648.0,4,rent,3000.0,debt_consolidation,7.51,2.0,507,yes,0
23,female,bachelor,72910.0,0,rent,3000.0,medical,10.25,4.0,609,yes,0
21,male,associate,43081.0,0,mortgage,6900.0,personal,12.42,3.0,661,yes,0
23,male,bachelor,42952.0,0,own,14000.0,venture,11.01,3.0,681,yes,0
22,male,bachelor,72890.0,1,rent,3000.0,personal,11.89,4.0,657,yes,0
26,female,associate,73858.0,1,rent,3000.0,home_improvement,12.22,4.0,681,yes,0
24,male,associate,42626.0,5,mortgage,8575.0,medical,10.65,4.0,628,yes,0
22,male,associate,43144.0,0,mortgage,9500.0,debt_consolidation,6.03,3.0,550,yes,0
24,male,high_school,67289.0,3,rent,3000.0,education,8.9,3.0,586,no,1
23,male,bachelor,74580.0,1,rent,3000.0,personal,12.42,2.0,553,no,0
21,female,bachelor,42886.0,0,own,5000.0,education,14.27,3.0,677,yes,0
25,female,high_school,43068.0,5,mortgage,7000.0,debt_consolidation,11.01,2.0,628,no,0
24,female,high_school,75854.0,0,rent,3000.0,education,9.99,2.0,586,yes,0
23,male,associate,68599.0,1,rent,3000.0,debt_consolidation,14.84,3.0,615,no,1
23,female,bachelor,69380.0,1,rent,3000.0,home_improvement,14.59,2.0,643,no,1
24,female,bachelor,42973.0,2,own,7000.0,home_improvement,16.29,4.0,659,yes,0
24,male,high_school,43324.0,1,mortgage,7500.0,home_improvement,7.9,3.0,574,yes,0
26,female,bachelor,77901.0,2,rent,3000.0,medical,11.01,4.0,696,yes,0
22,male,associate,70631.0,2,rent,3000.0,education,9.07,2.0,586,no,1
23,female,master,71418.0,1,rent,3000.0,personal,10.36,4.0,672,no,1
22,female,bachelor,71685.0,0,rent,3000.0,medical,12.84,3.0,672,no,1
25,male,master,79418.0,1,rent,3000.0,home_improvement,8.49,4.0,671,no,0
24,male,master,43126.0,3,own,10000.0,medical,7.9,4.0,626,yes,0
22,male,master,78958.0,0,rent,3000.0,education,6.99,4.0,701,no,0
22,male,bachelor,42843.0,0,own,8000.0,education,12.69,4.0,644,yes,0
26,male,bachelor,78908.0,4,rent,3000.0,venture,5.79,2.0,664,no,0
23,male,bachelor,79261.0,0,rent,3000.0,education,14.84,3.0,592,yes,0
26,male,high_school,43036.0,3,mortgage,8000.0,personal,12.69,3.0,669,no,0
23,male,master,78953.0,1,rent,3000.0,venture,13.61,3.0,676,no,0
23,female,bachelor,80042.0,0,rent,3000.0,education,5.99,2.0,626,yes,0
25,female,high_school,73304.0,2,rent,3000.0,medical,13.47,3.0,566,no,1
23,male,associate,81557.0,0,rent,3000.0,medical,10.99,2.0,657,yes,0
23,female,high_school,43026.0,2,mortgage,12000.0,venture,12.42,3.0,674,no,0
21,male,high_school,43180.0,0,own,8000.0,venture,9.91,3.0,659,no,0
22,female,high_school,42890.0,0,mortgage,5000.0,medical,7.9,3.0,597,yes,0
26,female,master,82266.0,5,rent,3000.0,education,8.88,2.0,615,yes,0
26,female,high_school,82053.0,4,rent,3000.0,home_improvement,9.32,4.0,576,yes,0
21,female,bachelor,82451.0,0,rent,3000.0,personal,11.78,2.0,646,no,0
26,male,bachelor,66361.0,4,rent,3000.0,medical,19.42,2.0,658,no,1
23,male,bachelor,84867.0,0,rent,3000.0,venture,14.27,2.0,595,yes,0
22,female,bachelor,85273.0,0,rent,3000.0,personal,7.29,4.0,648,no,0
24,male,master,78179.0,3,rent,3000.0,debt_consolidation,15.21,4.0,603,no,1
24,male,master,43074.0,4,mortgage,15000.0,education,7.49,4.0,672,no,0
22,female,bachelor,42873.0,0,mortgage,6000.0,education,7.49,4.0,677,yes,0
22,male,master,86011.0,0,rent,3000.0,medical,14.65,4.0,704,no,0
26,male,master,86137.0,6,rent,3000.0,medical,11.01,4.0,592,yes,0
26,male,high_school,43017.0,6,mortgage,7200.0,personal,10.59,3.0,641,no,0
23,male,high_school,87386.0,0,rent,3000.0,medical,11.99,2.0,613,yes,0
21,female,associate,43672.0,0,mortgage,15000.0,debt_consolidation,11.01,4.0,499,yes,0
23,male,high_school,87342.0,3,rent,3000.0,personal,7.43,2.0,677,yes,0
26,male,high_school,87511.0,6,rent,3000.0,home_improvement,7.29,2.0,617,yes,0
23,female,associate,88376.0,0,rent,3000.0,venture,12.18,3.0,546,yes,0
22,male,master,42783.0,0,mortgage,5000.0,venture,19.62,2.0,706,yes,0
23,female,master,90250.0,3,rent,3000.0,debt_consolidation,11.99,4.0,622,yes,0
23,male,associate,42863.0,0,mortgage,2100.0,education,5.42,3.0,577,yes,0
24,female,bachelor,35820.0,1,mortgage,6000.0,medical,15.62,3.0,653,no,1
21,female,bachelor,42979.0,0,mortgage,4800.0,debt_consolidation,10.99,3.0,620,no,0
22,female,bachelor,91092.0,0,rent,3000.0,education,8.9,2.0,610,yes,0
24,male,master,42725.0,4,mortgage,4800.0,debt_consolidation,5.42,3.0,700,yes,0
23,male,bachelor,90933.0,1,rent,3000.0,personal,11.01,2.0,595,yes,0
24,female,bachelor,90885.0,3,rent,3000.0,home_improvement,11.01,4.0,643,yes,0
23,male,master,42983.0,1,mortgage,3825.0,venture,7.49,4.0,584,yes,0
23,female,bachelor,93805.0,0,rent,3000.0,education,9.63,2.0,661,no,0
25,male,bachelor,93901.0,3,rent,3000.0,home_improvement,6.54,4.0,599,yes,0
25,female,bachelor,43305.0,5,own,6400.0,medical,11.01,2.0,591,yes,0
23,female,high_school,94745.0,0,rent,3000.0,venture,16.89,3.0,591,yes,0
22,female,associate,94897.0,0,rent,3000.0,personal,6.99,4.0,644,yes,0
22,female,associate,94173.0,1,rent,3000.0,venture,16.32,2.0,610,yes,0
22,male,associate,100731.0,0,rent,3000.0,education,9.63,3.0,683,no,0
25,female,high_school,101872.0,3,rent,3000.0,debt_consolidation,5.79,3.0,608,yes,0
25,female,high_school,81209.0,5,rent,3000.0,medical,16.02,4.0,627,no,1
22,female,associate,42991.0,0,mortgage,3500.0,personal,11.49,3.0,535,yes,0
22,male,associate,102995.0,0,rent,3000.0,education,10.99,2.0,560,no,0
23,female,high_school,102931.0,1,rent,3000.0,venture,7.49,3.0,604,no,0
24,male,master,108402.0,3,rent,3000.0,personal,10.25,3.0,626,yes,0
23,female,bachelor,43074.0,2,own,5500.0,venture,5.42,2.0,682,no,0
26,female,bachelor,108985.0,4,rent,3000.0,medical,11.01,4.0,673,no,0
25,male,high_school,43204.0,0,mortgage,10000.0,home_improvement,11.99,4.0,533,no,0
25,female,high_school,42975.0,3,mortgage,5000.0,personal,5.99,4.0,641,yes,0
